,Tit_pag,link_pag
1500,"Acta 562, 24 de Octubre 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-562-24-de-octubre-de-2018.pdf
1501,"Acta 563, 8 de Noviembre 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-563-8-de-noviembre-de-2018.pdf 
1502,"Acta 564, 5 de diciembre 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-564-5-de-diciembre-2018.pdf
1503,"Acta 565, 12 de diciembre 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-565-12-de-diciembre-2018.pdf
1504,"Acta 537, 30 de Enero 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta537.pdf
1505,"Acta 538, 2 de Marzo 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta538.pdf
1506,"Acta 539, 31 de Marzo 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta539.pdf
1507,"Acta 540, 4 de Abril 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta540.pdf
1508,"Acta 541, 4 de Abril 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta541.pdf
1509,"Acta 542, 26 de Mayo 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta542.pdf
1510,"Acta 543, 12 de Junio 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta543.pdf
1511,"Acta 544, 29 de Junio 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta544.pdf
1512,"Acta 545, 20 de Julio 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta545.pdf
1513,"Acta 546, 18 de Octubre 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta546.pdf
1514,"Acta 547, 30 de Octubre 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta547.pdf
1515,"Acta 548, 30 de Noviembre 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta548.pdf
1516,"Acta 549, 12 de Diciembre 2017",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/Acta549.pdf
1517,"Acta 519, 26 de Enero 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta519.pdf
1518,"Acta 520, 23 de Febrero 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta520.pdf
1519,"Acta 521, 1 de Abril 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta521.pdf
1520,"Acta 522, 4 de Abril 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta522.pdf
1521,"Acta 523, 4 de Abril 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta523.pdf
1522,"Acta 524, 3 de Junio 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta524.pdf
1523,"Acta 525, 10 de Junio 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta525.pdf
1524,"Acta 526, 19 de Julio 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta526.pdf
1525,"Acta 527, 30 de Septiembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta527.pdf
1526,"Acta 528, 7 de Octubre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta528.pdf
1527,"Acta 529, 7 de Octubre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta529.pdf
1528,"Acta 530, 13 de Octubre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta530.pdf
1529,"Acta 531, 28 de Octubre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta531.pdf
1530,"Acta 532, 18 de Noviembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta532.pdf
1531,"Acta 533, 30 de Noviembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta533.pdf
1532,"Acta 534, 30 de Noviembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta534.pdf
1533,"Acta 535, 7 de Diciembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta535.pdf
1534,"Acta 536, 16 de Diciembre 2016",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/Acta536.pdf
1535,"Acta 497, 27 de Enero 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta497.pdf
1536,"Acta 498, 9 de Febrero 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta498.pdf
1537,"Acta 499, 20 de Febrero 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta499.pdf
1538,"Acta 500, 27 de Febrero 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta500.pdf
1539,"Acta 501, 3 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta501.pdf
1540,"Acta 502, 3 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta502.pdf
1541,"Acta 503, 3 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta503.pdf
1542,"Acta 504, 23 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta504.pdf
1543,"Acta 505, 31 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta505.pdf
1544,"Acta 506, 31 de Marzo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta506.pdf
1545,"Acta 507, 11 de Mayo 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta507.pdf
1546,"Acta 508, 11 de Junio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta508.pdf
1547,"Acta 509, 11 de Junio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta509.pdf
1548,"Acta 510, 30 de Junio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta510.pdf
1549,"Acta 511, 8 de Julio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta511.pdf
1550,"Acta 512, 24 de Julio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta512.pdf
1551,"Acta 513, 24 de Julio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta513.pdf
1552,"Acta 514, 24 de Julio 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta514.pdf
1553,"Acta 515, 25 de Septiembre 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta515.pdf
1554,"Acta 516, 8 de Octubre 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta516.pdf
1555,"Acta 517, 18 de Noviembre 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta517.pdf
1556,"Acta 518, 2 de Diciembre 2015",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/Acta518.pdf
1557,"Acta 481, 20 de Enero 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta481.pdf
1558,"Acta 482, 3 de Marzo 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta482.pdf
1559,"Acta 483, 4 de Abril 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta483.pdf
1560,"Acta 484, 28 de Abril 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta484.pdf
1561,"Acta 485, 28 de Abril 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta485.pdf
1562,"Acta 486, 10 de Junio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta486.pdf
1563,"Acta 487, 10 de Junio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta487.pdf
1564,"Acta 488, 19 de Junio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta488.pdf
1565,"Acta 489, 2 de Julio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta489.pdf
1566,"Acta 490, 2 de Julio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta490.pdf
1567,"Acta 491, 2 de Julio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta491.pdf
1568,"Acta 492, 9 de Julio 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta492.pdf
1569,"Acta 493, 18 de Septiembre 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta493.pdf
1570,"Acta 494, 24 de Octubre 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta494.pdf
1571,"Acta 495, 29 de Octubre 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta495.pdf
1572,"Acta 496, 2 de Diciembre 2014",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/Acta496.pdf
1573,"Acta 466, 14 de Febrero 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/acta466.pdf
1574,"Acta 467, 20 de Marzo 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta467.pdf
1575,"Acta 468, 10 de Abril 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta468.pdf
1576,"Acta 469, 25 de Abril 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta469.pdf
1577,"Acta 470, 25 de Abril 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta470.pdf
1578,"Acta 471, 9 de Mayo 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta471.pdf
1579,"Acta 472, 30 de Mayo 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta472.pdf
1580,"Acta 473, 11 de Junio 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta473.pdf
1581,"Acta 474, 25 de Junio 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta474.pdf
1582,"Acta 475, 15 de Julio 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta475.pdf
1583,"Acta 476, 3 de Septiembre 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta476.pdf
1584,"Acta 477, 3 de Octubre 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta477.pdf
1585,"Acta 478, 16 de Octubre 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta478.pdf
1586,"Acta 479, 4 de Noviembre 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta479.pdf
1587,"Acta 480, 19 de Noviembre 2013",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta480.pdf
1588,"Acta 452, 28 de Febrero 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta452.pdf
1589,"Acta 453, 22 de Marzo 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta453.pdf
1590,"Acta 454, 13 de Abril 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta454.pdf
1591,"Acta 455, 11 de Mayo 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta455.pdf
1592,"Acta 456, 11 de Mayo 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta456.pdf
1593,"Acta 457, 11 de Mayo 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta457.pdf
1594,"Acta 458, 29 de Mayo 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta458.pdf
1595,"Acta 459, 4 de Junio 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta459.pdf
1596,"Acta 460, 22 de Junio 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta460.pdf
1597,"Acta 461, 26 de Julio 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta461.pdf
1598,"Acta 462, 26 de Septiembre 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta462.pdf
1599,"Acta 463, 17 de Octubre 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta463.pdf
1600,"Acta 464, 13 de Noviembre 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta464.pdf
1601,"Acta 465, 5 de Diciembre 2012",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/Acta465.pdf
1602,"Acta 436, 1 de Febrero 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta436.pdf
1603,"Acta 437, 18 de Febrero 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta437.pdf
1604,"Acta 438, 17 de Marzo 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta438.pdf
1605,"Acta 439, 8 de Abril 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta439.pdf
1606,"Acta 440, 13 de Mayo 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta440.pdf
1607,Acta 441 13 de Mayo 2011,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta441.pdf
1608,"Acta 442, 5 de Abril 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta442.pdf
1609,"Acta 443, 1 de Junio 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta443.pdf
1610,"Acta 444, 1 de Junio 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta444.pdf
1611,"Acta 445, 5 de Julio 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta445.pdf
1612,"Acta 446, 4 de Agosto 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta446.pdf
1613,"Acta 447, 10 de Octubre 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta447.pdf
1614,"Acta 448, 24 de Octubre 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta448.pdf
1615,"Acta 449, 1 de Diciembre 2011",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/Acta449.pdf
1616,"Acta 421, 26 de Enero 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta421.pdf
1617,"Acta 422, 8 de Marzo 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta422.pdf
1618,"Acta 423, 5 de Abril 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta423.pdf
1619,"Acta 424, 4 de Mayo 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta424.pdf
1620,"Acta 425, 4 de Mayo 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta425.pdf
1621,"Acta 426, 9 de Junio 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta426.pdf
1622,"Acta 427, 9 de Junio 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta427.pdf
1623,"Acta 428, 17 de Junio 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta428.pdf
1624,"Acta 429, 29 de Junio 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta429.pdf
1625,"Acta 430, 12 de Julio 2010",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/Acta430.pdf
1626,"Acta 410, 08 de Abril 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta410.pdf
1627,"Acta 411, 28 de Mayo 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta411.pdf
1628,"Acta 412, 28 de Mayo 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta412.pdf
1629,"Acta 413, 15 de Junio 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta413.pdf
1630,"Acta 414, 15 de Junio 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta414.pdf
1631,"Acta 415, 13 de Julio 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta415.pdf
1632,"Acta 416, 30 de Julio 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta416.pdf
1633,"Acta 417, 15 de Junio 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta417.pdf
1634,"Acta 418, 7 de Octubre 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta418.pdf
1635,"Acta 419, 12 de Noviembre 2009",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/acta419.pdf
1636,"Acta 394, 1 de Febrero 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta394.pdf
1637,"Acta 395, 21 de Abril 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta395.pdf
1638,"Acta 396, 6 de Mayo 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta396.pdf
1639,"Acta 397, 3 de Junio 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta397.pdf
1640,"Acta 398, 4 de Junio 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta398.pdf
1641,"Acta 399, 4 de Junio 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta399.pdf
1642,"Acta 400, 18 de Junio 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta400.pdf
1643,"Acta 401, 10 de Julio 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta401.pdf
1644,"Acta 402, 12 de Agosto 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta402.pdf
1645,"Acta 403, 28 de Agosto 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta403.pdf
1646,"Acta 404, 27 de Octubre 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta404.pdf
1647,"Acta 405, 14 de Noviembre 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta405.pdf
1648,"Acta 406, 2 de Diciembre 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta406.pdf
1649,"Acta 407, 10 de Diciembre 2008",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/acta407.pdf
1650,"Acta 380, 6 de Febrero 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta380.pdf
1651,"Acta 381, 16 de Febrero 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta381.pdf
1652,"Acta 382, 5 de Marzo 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta382.pdf
1653,"Acta 383, 28 de Marzo 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta383.pdf
1654,"Acta 384, 8 de Mayo 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta384.pdf
1655,"Acta 385, 8 de Mayo 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta385.pdf
1656,"Acta 386, 13 de Junio 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta386.pdf
1657,"Acta 387, 13 de Junio 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta387.pdf
1658,"Acta 388, 26 de Junio 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta388.pdf
1659,"Acta 389, 10 de Julio 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta389.pdf
1660,"Acta 390, 16 de Julio 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta390.pdf
1661,"Acta 391, 4 de Octubre 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta391.pdf
1662,"Acta 392, 31 de Octubre 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta392.pdf
1663,"Acta 393, 5 de Diciembre 2007",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/acta393.pdf
1664,"Acta 365, 22 de Febrero 2006",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2006/acta365.pdf
